NDID,Product_Name,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND01471,Mrs. Dash Original Seasoning Blend (Salt-Free),0,0,0,Spices_and_Herbs,Seasonings,Null,0.25 tsp,SW,191,6.28
ND01817,Mrs. Dash Original Seasoning Blend Salt-Free,0,0,0,Spices_and_Herbs,Seasonings,Null,0.25 tsp,SW,70,2.38
ND01829,Equate Calcium Citrate + D,0,0,0,Supplement,Minerals,Null,2 tablets,SW,120,5.44
ND01832,Morton Lite Salt,0,0,0,Supplement,Minerals,Null,0.25 teaspoon,SW,311,1.48
ND01833,Morton Salt Substitute,0,0,0,Supplement,Minerals,Null,0.25 teaspoon,SW,88.6,2.18
ND01836,Morton Table Salt,0,0,0,Supplement,Minerals,Null,0.25 teaspoon,SW,737,0.86
ND01825,Phos-Nak Powder,0,0,0,Supplement,Minerals,Null,1 packet,I,N/A,54.95
ND01830,Equate Children's Complete Chewable Multivitamin ,0,0,0,Supplement,Multivitamins,Null,1 tablet (4 years and over),SW,150,7.98
ND01507,Barlean's Fish Oil Capsules Fresh Catch-Orange Flavor,0,100,0,Supplement,Omegas,Null,2 softgels,LK,250,26.99
ND01826,NatureMade Omega-3 Fish Oil Softgel 1200 mg ,0,0,0,Supplement,Omegas,Null,2 softgels,CVS,1.2,27.99
ND01552,Knox Original Gelatine (unflavored),111.1111111,0,0,Sweets,Gelatin,Null,0.25 envelope,SW,226,9.98
ND01532,Sure Jell Premium Fruit Pectin (100% natural),0,0,0,Sweets,Gelatin,Null,1/8 tsp,PB,49,2.99
ND01533,Sure Jell Premium Fruit Pectin (no sugar needed recipe),0,0,0,Sweets,Gelatin,Null,1/8 tsp,PB,49,3.99
ND01589,Accent Flavor Enhancer,0,0,0,Sweets,Sweeteners,Null,1/8 tsp,PB,127,4.69
ND01593,Equal Granular 0 calorie sweetner (canister),0,0,0,Sweets,Sweeteners,Null,1 tsp,SW,113,2.78
ND01597,Sweet 'n Low- Liquid Sweetener ,0,0,0,Sweets,Sweeteners,Null,10 drops ,WD,236,2.49
ND01607,Walden Farms Chocolate Syrup (calorie free),0,0,0,Sweets,Syrups_and_Toppings,Null,2 Tbsp,PB,355,3.09
ND01195,Publix Ground Turkey,19.64285714,7.142857143,3.55E-15,Meats,Poultry,Ground_Turkey,4 oz.,PB,590,5.79
ND00589,"Polly-O Twists Cheese - String, Mozzarella and Cheddar Cheese (Natural Cheese)",28.57142857,19.04761905,7.11E-15,Dairy_and_Egg,Cheese,Mozzarella,1 stick,PB,255,4.79
ND00966,Oscar Mayer America's Favorite Fully Cooked Bacon-Thickcut,42.85714286,28.57142857,7.11E-15,Meats,Bacon_and_Sausage,Pork_Bacon,2 slices,PB,71,4.29
ND01898,Belgioioso Asiago All Natural Cheese,25,28.57142857,1.42E-14,Dairy_and_Egg,Cheese,Other,1 inch cube ,SW,635.029,6.97
ND00716,Microlipid,0,52.30125523,1.42E-14,Formulas,Fat,Null,1 Tbsp,I,4257.6,156.99
ND00991,Oscar Mayer Lower Sodium Bacon,28.57142857,42.85714286,1.42E-14,Meats,Bacon_and_Sausage,Pork_Bacon,2 skillet cooked slices,PB,454,6.99
ND00659,Carrefour Olio Di Semi Di Mais (Corn Oil),0,92.30769231,2.84E-14,Fats_and_Oils,Oil,Corn,1 spoon ,I,1000,N/A
ND00701,Carrefour Olio Di Semi Di Girasole (Sunflower Oil),0,92.30769231,2.84E-14,Fats_and_Oils,Oil,Sunflower,1 spoon,I,1000,N/A
ND00702,Carrefour Olio Di Semi Vari (Blend of Sunflower and Peanut Oil),0,92.30769231,2.84E-14,Fats_and_Oils,Oil,Sunflower,1 spoon,I,1000,N/A
ND01198,"Ground turkey, 93% lean, 7% fat, pan-broiled crumbles",27.1,11.6,0.05,Meats,Poultry,Ground_Turkey,85g=3 oz / g=,I,454,3.51
ND00742,Ross Carbohydrate Free,4,7.2,0.07,Formulas,Protein,Null,100 mL unreconsituted,I,4608,56.53
ND01439,"Fish, Tilapia, raw",20.08,1.7,0.095,Seafood,Finfish,Tilapia,116g=1 fillet / g=,PB,454,6.99
ND01199,"Ground turkey, 85% lean, 15% fat, pan-broiled crumbles",25.11,17.45,0.1275,Meats,Poultry,Ground_Turkey,85g=3 oz / g=,SW,566.990462,3.94
ND01170,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",26.18,8.28,0.19,Meats,Pork,Null,3oz=85g,PB,454,3.59
ND01001,Butterball Everyday Fully Cooked Turkey Breakfast Sausage Patties (frozen),17.54385965,9.649122807,0.219298246,Meats,Bacon_and_Sausage,Prepared_Sausage,2 patties,PB,226.79,3.49
ND01085,Oscar Mayer Deli Fresh Black Forest Ham (water added),16.07142857,2.678571429,0.223214286,Meats,Luncheon_Meats,Ham,2 oz,WD,255,5.29
ND01082,Oscar Mayer Deli Fresh Smoked Ham (water added) (9oz),16.07142857,2.678571429,0.223214286,Meats,Luncheon_Meats,Ham,2 oz.,PB,252,4.49
ND01084,Oscar Mayer Deli Fresh Virginia Brand Ham (water added),16.07142857,2.678571429,0.223214286,Meats,Luncheon_Meats,Ham,2 oz,PB,255,4.49
ND01193,Perdue Ground Chicken (raw),19.64285714,8.035714286,0.223214286,Meats,Poultry,Ground_Chicken,4oz (raw),PB,454,3.99
ND01203,Tyson 97% Fat Free Premium Chunk White Chicken (vacuum packed),25,2.678571429,0.223214286,Meats,Poultry,Other,2 oz (56 g),PB,198,3
ND00291,Fresca Original Citrus,0,0,0.277777778,Beverages,Soda,Null,12 fl oz,PB,2000,1.99
ND00309,Powerade Zero - Grape,0,0,0.277777778,Beverages,Sports_Drinks,Null,12 fl oz,SW,946,0.68
ND00308,Powerade Zero - Lemon Lime,0,0,0.277777778,Beverages,Sports_Drinks,Null,12 fl oz.,PB,946,1.25
ND00310,Powerade Zero - Mixed Berry,0,0,0.277777778,Beverages,Sports_Drinks,Null,12 fl oz,WD,946,1.39
ND00311,Powerade Zero - Orange,0,0,0.277777778,Beverages,Sports_Drinks,Null,12 fl oz. (360mL),SW,946,0.68
ND01425,Publix Cod Loins boneless and skinless (frozen) (boneless and skinless),23.80952381,1.19047619,0.297619048,Seafood,Finfish,Other,about 3/4 loin cooked (3 oz),PB,283,7.99
ND01436,Brunswick Sardines in Olive Oil,20.23809524,10.71428571,0.297619048,Seafood,Finfish,Sardine,1 can drained,PB,106,1.29
ND01871,NanoVM t/f Powder,0,0,0.37037037,Supplement,Multivitamins,Null,1 scoop of powder,I,275,49.95
ND01404,"Swanson 100% Natural Chicken Broth (99% Fat Free, No MSG Added) (can)",0.416666667,0.208333333,0.416666667,Sauces_Soups_Condiments_Dressing,Soups,Null,1 cup,PB,907,2.87
ND01171,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil",25.48,8.48,0.44,Meats,Pork,Null,3oz=85g ,PB,454,3.59
ND01917,Libby's Corned Beef (Product of Uruguay),25,12.5,0.446428571,Meats,Luncheon_Meats,Beef,0.25 cup,PB,340,5.49
ND01459,Bumble Bee Premium Select Tiny Shrimp (canned),26.78571429,1.785714286,0.446428571,Seafood,Shellfish,Shrimp,0.25 cup drained,PB,113,2.99
ND00434,4 Grain Cage Free Eggs,12,10,0.5,Dairy_and_Egg,Egg,Fresh,1 egg,PB,600,3.65
ND00435,4 Grain Omega 3 Eggs,12,10,0.5,Dairy_and_Egg,Egg,Fresh,1 egg,PB,600,2.5
ND00432,Davidon's Safest Choice Pasteurized Eggs (12 Grade AA Large),12,10,0.5,Dairy_and_Egg,Egg,Fresh,1 egg,PB,600,4.99
ND00431,Publix GreenWise Organic Large Brown Eggs,12,10,0.5,Dairy_and_Egg,Egg,Fresh,1 egg,PB,680,4.69
ND00433,Sunny Meadow Large Grade A Eggs,12,10,0.5,Dairy_and_Egg,Egg,Fresh,1 large egg (50 g),SW,600,3.17
ND00613,Lard,0,100,0.5,Fats_and_Oils,Fat_Other,Lard,12g=1 tbsp / 205g=1 cup,I,453,2.29
ND00442,Ovosnello (Egg Whites),11,0,0.6,Dairy_and_Egg,Egg,Liquid,100 g,I,N/A,N/A
ND01043,Publix Ground Round Beef 100% Beef (85/15),18.75,15.17857143,0.669642857,Meats,Beef,Ground,4 oz (112g),PB,612.6,8.09
ND01047,"Winn Dixie Ground Beef Chuck (80% lean, 20% fat)",17.85714286,20.53571429,0.669642857,Meats,Beef,Ground,4 oz.,WD,494,5.44
ND01450,Bumble Bee Solid White Albacore in Water (canned),28.57142857,0.892857143,0.669642857,Seafood,Finfish,Tuna,about 0.25 cup drained,PB,142,2.19
ND01443,Chicken of the Sea Chunk Light Tuna in Water (canned),19.64285714,0.892857143,0.669642857,Seafood,Finfish,Tuna,0.25 cup drained (2oz),PB,340,3
ND01441,Starkist Chunk Light Tuna in Water (canned),19.64285714,0.892857143,0.669642857,Seafood,Finfish,Tuna,about 0.25 cup,PB,340,2.99
ND01410,"Swanson Chicken Broth 100% Fat Free (33% Less Sodium, Natural Goodness) (can)",0.833333333,0,0.729166667,Sauces_Soups_Condiments_Dressing,Soups,Null,1 cup ,PB,907,2.87
ND01458,Publix Peeled Extra Large Shrimp (frozen) (cooked),25,1.785714286,0.744047619,Seafood,Shellfish,Shrimp,about 5 shrimp,PB,680,23.99
ND00230,Ocean Spray Diet Cranberry Juice (5 calories),0,0,0.833333333,Beverages,Juice,Craberry Juice,1 cup,PB,1890,3.79
ND01401,Campbell's Condensed Soup Chicken Broth (Great for Cooking) (canned),0,1.666666667,0.833333333,Sauces_Soups_Condiments_Dressing,Soups,Null,0.5 cup,PB,298,1.75
ND01915,Kerrygold Ballyshannon 100% Natural Cheese,25,32.14285714,0.892857143,Dairy_and_Egg,Cheese,Cheddar,1 oz. (1 inch cube),SW,821.002,12.63
ND00332,Organic Valley Mild Cheddar Cheese (block),25,32.14285714,0.892857143,Dairy_and_Egg,Cheese,Cheddar,1 oz,PB,226,5.69
ND00337,Winn Dixie Mild Cheddar Cheese (shredded),25,32.14285714,0.892857143,Dairy_and_Egg,Cheese,Cheddar,0.25 cup,WD,227,3.59
ND00338,Winn Dixie Sharp Cheddar Cheese (shredded),25,32.14285714,0.892857143,Dairy_and_Egg,Cheese,Cheddar,0.25 cup,WD,227,3.59
ND00349,Kraft Marbled Colby & Monterey Jack Cheese Cracker Cuts (15 cuts),25,32.14285714,0.892857143,Dairy_and_Egg,Cheese,Colby-Jack,3 slices,PB,141,4.29
ND00400,Kerrygold Dubliner Cheese,25,32.14285714,0.892857143,Dairy_and_Egg,Cheese,Other,1 oz. (about 1 cube),PB,198,6.29
ND01181,Sanderson Farms Chicken Breast Tenderloins (raw),22.32142857,0.892857143,0.892857143,Meats,Poultry,Chicken_Breast,4 oz raw,WD,471.7361,4.67
ND01440,Starkist Chunk Light Tuna in Vegetable Oil (canned),17.85714286,8.035714286,0.892857143,Seafood,Finfish,Tuna,about 0.25 cup,PB,142,0.95
ND01212,"Turkey, whole, meat only, raw",22.64,1.93,1.0175,Meats,Poultry,Turkey_meat,"1 bird = 5,002g",PB,454,3.49
ND00242,"Hawaiian Punch - Fruit Juicy Red, Light ",0,0,1.041666667,Beverages,Juice,Mixed Juice,8 fl oz,PB,3780,2.39
ND01184,Perdue Boneless Skinless Chicken Breasts (individually packed/sealed),19.64285714,2.678571429,1.116071429,Meats,Poultry,Chicken_Breast,4oz raw (3oz cooked),PB,907,8.99
ND01420,"Fish, catfish, channel, farmed, raw ",15.23,5.94,1.155,Seafood,Finfish,Catfish,85g=3 oz / 159g=1 fillet,PB,454,7.99
ND00943,Publix Fresh Sausage Links-Mild Italian,19.76744186,20.93023256,1.162790698,Meats,Bacon_and_Sausage,Fresh_Sausage,1 cooked link,PB,566,5.99
ND01435,King Oscar Sardines Mediterranean Style,17.64705882,25.88235294,1.176470588,Seafood,Finfish,Sardine,1 can drained,PB,106,3.09
ND01187,Tyson Grilled and Ready Chicken Strips made with White Meat (refrigerated),25,2.380952381,1.19047619,Meats,Poultry,Chicken_Breast,3 oz. ,PB,226,3.09
ND00373,Cracker Barrel Havarti Cheese Slices (10 slices),20,35,1.25,Dairy_and_Egg,Cheese,Havarti,1 slice,PB,198,3.49
ND01056,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",19.61,18.16,1.28,Meats,Beef,Steak,85g=3 oz / 164g=1 steak,PB,454,81.07
ND01422,"Fish, grouper, mixed species, raw",19.38,1.02,1.325,Seafood,Finfish,Grouper,85g=3 oz / 259g=1 fillet,PB,340,14.99
ND01046,"Beef, ground, 80% lean meat / 20% fat, raw",17.17,20,1.33,Meats,Beef,Ground,113g=4 oz / g=,PB,508.023454,5.25
ND01058,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",17.51,22.07,1.3325,Meats,Beef,Steak,28g=1 oz / 453.6g=1 lb,PB,454,12.77
ND01044,All Natural Ground Beef Chuck (80/20) (Wal-Mart),16.96428571,19.64285714,1.339285714,Meats,Beef,Ground,4 oz,WM,454,3.87
ND01050,Publix Ground Beef 100% Beef (75/25),16.07142857,25,1.339285714,Meats,Beef,Ground,4 oz (112g),PB,562.4,6.19
ND01045,Publix Ground Chuck Beef 100% Beef (80/20),16.96428571,19.64285714,1.339285714,Meats,Beef,Ground,4 oz (112g),PB,548.85,5.67
ND01040,Publix Lean Ground Beef 100% Beef (93/7),20.53571429,7.142857143,1.339285714,Meats,Beef,Ground,4 oz (112g),PB,626,9.37
ND01041,"Winn Dixie Angus Fresh Ground Beef  (93% lean, 7% fat)",20.53571429,7.142857143,1.339285714,Meats,Beef,Ground,4 oz.,WD,490,7.33
ND01080,Oscar Mayer Carving Board Rotisserie Seasoned Chicken Breast,21.42857143,1.785714286,1.339285714,Meats,Luncheon_Meats,Chicken,2 oz.,PB,112,4.49
ND01446,Starkist Albacore White Tuna in Water (vacuum packed),21.42857143,1.785714286,1.339285714,Seafood,Finfish,Tuna,2 oz. or 0.25 cup,PB,181,3.59
ND01431,"Fish, salmon, pink, raw",20.5,4.4,1.35,Seafood,Finfish,Salmon,3 oz = 85g,Ward,454,1.66
ND01453,Starkist Tuna Creations Lemon Pepper (vacuum packed),24.32432432,0.675675676,1.351351351,Seafood,Finfish,Tuna,1 pouch,PB,74,1.49
ND01430,"Fish, salmon, Atlantic, farmed, raw",20.42,13.42,1.385,Seafood,Finfish,Salmon,85g=3 oz / 198g=.5 fillet,PB,454,10.99
ND01429,Gorton's Grilled Salmon Lemon Butter (frozen),19.1011236,3.370786517,1.404494382,Seafood,Finfish,Salmon,1 fillet,PB,179,4.49
ND01053,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, raw",22.22,6.5,1.405,Meats,Beef,Steak,85g=3 oz / 460g=1 steak,PB,454,12.99
ND01168,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",21.99,3.71,1.4125,Meats,Pork,Null,"85g=3 oz / 178g=1 chop, without refuse (Yield from 1 raw chop, with refuse, weighing 259g)",PB,535.238997,4.12
ND01000,Jimmy Dean Fully Cooked Turkey Sausage Links (12 links),17.64705882,10.29411765,1.470588235,Meats,Bacon_and_Sausage,Prepared_Sausage,3 links (68 g),PB,272,4.49
ND00999,Jimmy Dean Fully Cooked Turkey Sausage Patties (8 patties) (70% less fat),16.17647059,10.29411765,1.470588235,Meats,Bacon_and_Sausage,Prepared_Sausage,2 patties (68 g),PB,272,4.49
ND01437,"Fish, snapper, mixed species, raw",20.51,1.34,1.475,Seafood,Finfish,Snapper,85g=3 oz / 218g=1 fillet,PB,340,14.99
ND01054,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",22.09,4.08,1.48,Meats,Beef,Steak,28g=1 oz / 453.6g=1 lb,PB,454,8.99
ND01086,Oscar Mayer Smoked Ham (water added),18.75,3.125,1.5625,Meats,Luncheon_Meats,Ham,3 slices,WD,340,4.49
ND01180,Publix Boneless Skinless Chicken Breasts with Ribs,21.42857143,2.678571429,1.5625,Meats,Poultry,Chicken_Breast,4 oz,PB,816.466265,6.28
ND01185,Publix Greenwise All Natural Boneless Skinless Chicken Breasts with Rib Meat 97% Fat Free,21.42857143,2.678571429,1.5625,Meats,Poultry,Chicken_Breast,4 oz,PB,625.9575,10.34
ND01215,Publix Fresh Turkey Thighs Premium,18.75,9.821428571,1.5625,Meats,Poultry,Turkey_meat,4 oz,PB,1297.27,9.41
ND01449,Bumble Bee Premium Light Tuna in Water 5 oz. (vacuum packed),23.21428571,0.892857143,1.5625,Seafood,Finfish,Tuna,0.25 cup (2oz),PB,142,2.49
ND01188,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, raw",22.5,2.62,1.605,Meats,Poultry,Chicken_Breast,85g=3 oz / 272g=1 piece,PB,811.930342,8.4
ND01167,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",22.81,2.59,1.6125,Meats,Pork,Null,85g=3 oz / 210g=1 chop,PB,689.460402,5.3
ND01169,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",22.41,3.42,1.645,Meats,Pork,Null,85g=3 oz / 185g=1 chop,PB,503.48753,6.43
ND01534,Jell-O Sugar Free Gelatin Snacks (individual cups)-Black Cherry,1.123595506,0,1.685393258,Sweets,Gelatin,Null,1 snack,SW,356,1.98
ND01535,Jell-O Sugar Free Gelatin Snacks (individual cups)-Cherry,1.123595506,0,1.685393258,Sweets,Gelatin,Null,1 snack,PB,356,2.5
ND01537,Jell-O Sugar Free Gelatin Snacks (individual cups)-Lemon-Lime,1.123595506,0,1.685393258,Sweets,Gelatin,Null,1 snack,SW,356,1.98
ND01538,Jell-O Sugar Free Gelatin Snacks (individual cups)-Orange,1.123595506,0,1.685393258,Sweets,Gelatin,Null,1 snack,PB,356,2.5
ND01539,Jell-O Sugar Free Gelatin Snacks (individual cups)-Strawberry,1.123595506,0,1.685393258,Sweets,Gelatin,Null,1 snack,SW,356,1.98
ND01540,Jell-O Sugar Free Gelatin Snacks (individual cups)-Strawberry-Kiwi,1.123595506,0,1.685393258,Sweets,Gelatin,Null,1 snack,PB,356,2.5
ND01038,Libby's Chicken Vienna Sausage (in chicken broth),11.86440678,20.33898305,1.694915254,Meats,Bacon_and_Sausage,Vienna_Sausage,59 g (4 links),PB,130,0.65
ND00428,"Egg, white, raw, fresh ",10.9,0.17,1.7175,Dairy_and_Egg,Egg,Fresh,33g=1 large / 243g=1 cup,PB,600,2.99
ND00713,KetoCal 4:1 Liquid - Vanilla,3.09,14.8,1.73,Formulas,Fat,Null,100 mL,I,6399,134
ND01454,"Fish, tuna, fresh, yellowfin, raw",24.4,0.49,1.7475,Seafood,Finfish,Tuna,"28g=1 oz, boneless / 16g=1 cubic inch, boneless",PB,454,18.99
ND01232,Conchita Coconut Milk,3.571428571,16.07142857,1.785714286,Beverages,Milk_Substitutes,Coconut Milk,0.25 cup,PB,400,2.29
ND00592,Land O' Lakes Butter w/ Canola Oil (tub),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Other,1 tbsp,PB,226,2.19
ND00595,Breakstone's All Natural Salted Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,227,2.29
ND00596,Breakstone's All Natural Unsalted Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,227,2.29
ND00597,Cabot Natural Creamery Salted Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,453,4.39
ND00598,Cabot Natural Creamery Unsalted Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,453,4.39
ND01851,Farmbest Creamery Butter,0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,454,2.77
ND00599,Great Value Unsalted Sweet Cream Butter,0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,WM,454,2.97
ND01916,Kerrygold Naturally Softer Pure Irish Butter,0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 Tbsp,SW,500,6.98
ND00600,Land O' Lakes Salted Sweet Cream Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,453.6,4.59
ND00601,Land O' Lakes Unsalted Sweet Cream Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,453.6,4.59
ND00604,Organic Valley Salted Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,Ward,454,6.99
ND00605,Organic Valley Unsalted Cultured Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,Ward,454,6.99
ND00606,"Publix Sweet Cream Butter, unsalted (stick)",0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,PB,454,3.79
ND00607,Winn Dixie Unsalted Sweet Cream Butter (stick),0,78.57142857,1.785714286,Fats_and_Oils,Butter,Plain,1 tbsp,WD,453,3.99
ND00624,Land O' Lakes Pure and Creamy Magarine (tub),0,78.57142857,1.785714286,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Plain,1 tbsp,PB,425,2.57
ND00641,Earth Balance Natural Original Buttery Spread- 78% Natural Vegetable Oils,0,78.57142857,1.785714286,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,425,3.99
ND00642,I Can't Believe It's Not Butter All Purpose- 79% Vegetable Oil Spread (stick),0,78.57142857,1.785714286,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,453,3.39
ND00640,Land O' Lakes Margarine 80% Vegetable Oil (stick),0,78.57142857,1.785714286,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,453,2.19
ND00986,Gwaltney Hardwood Smoked Premium Sliced Bacon,42.85714286,35.71428571,1.785714286,Meats,Bacon_and_Sausage,Pork_Bacon,2 fried slices,PB,340,3.59
ND00959,Hormel Black Label Fully Cooked Canadian Bacon,19.64285714,4.464285714,1.785714286,Meats,Bacon_and_Sausage,Pork_Bacon,2 slices,PB,170,3.79
ND01059,Publix Tenderloin Steak (raw),26.19047619,16.66666667,1.785714286,Meats,Beef,Steak,3 oz.=84 g,I,381,17.25
ND01066,Buddig Original Corned Beef (100 calorie pack),16.07142857,12.5,1.785714286,Meats,Luncheon_Meats,Beef,1 package,SW,56,0.68
ND01069,Libby's Corned Beef (Product of Brazil),26.78571429,12.5,1.785714286,Meats,Luncheon_Meats,Beef,56 g (2 oz. OR 0.25 cup),PB,340,5.49
ND01078,Boar's Head EverRoast Oven Roasted Chicken Breast ,23.21428571,0.892857143,1.785714286,Meats,Luncheon_Meats,Chicken,2 oz.,I,454,9.59
ND01077,Oscar Mayer Deli Fresh Rotisserie Seasoned Chicken Breast,17.85714286,1.785714286,1.785714286,Meats,Luncheon_Meats,Chicken,2 oz.,WD,252,5.29
ND01141,SPAM Lite,16.07142857,14.28571429,1.785714286,Meats,Luncheon_Meats,Spam,2 oz,PB,340,2.87
ND01140,SPAM Oven Roasted Turkey (can),16.07142857,8.035714286,1.785714286,Meats,Luncheon_Meats,Spam,2 oz,PB,340,2.87
ND01156,Oscar Mayer Carving Board Oven Roasted Turkey Breast,21.42857143,1.785714286,1.785714286,Meats,Luncheon_Meats,Turkey,2 oz,PB,213,4.49
ND01186,Sanderson Farms Boneless Skinless Chicken Breast Fillets w/ Rib Meat (raw),21.42857143,2.678571429,1.785714286,Meats,Poultry,Chicken_Breast,4 oz raw,WD,861.826,8.91
ND01179,Sweet Sue Premium Chicken Breast 98% Fat Free (vacuum packed),19.64285714,1.785714286,1.785714286,Meats,Poultry,Chicken_Breast,0.25 cup,PB,198,3.09
ND01297,Hain Safflower Mayonnaise,0,78.57142857,1.785714286,Sauces_Soups_Condiments_Dressing,Condiments,Mayonnaise,1 Tbsp.,LK,709,6.99
ND00437,"Egg, whole, raw, fresh",12.56,9.51,1.7925,Dairy_and_Egg,Egg,Fresh,50g=1 large / 56g=1 extra large,PB,600,2.99
ND01173,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",25.82,18.05,1.8175,Meats,Pork,Null,"85g=3 oz / 75g=1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)",SW,621.421546,5.67
ND01457,"Crustaceans, shrimp, mixed species, raw",13.61,1.01,1.8675,Seafood,Shellfish,Shrimp,6g=1 medium / 5g=1 small,PB,680,14.99
ND01172,"Pork, fresh, shoulder, (Boston butt), blade (steaks), seperable lean and fat, cooked, braised-(pulled pork)",25.07,17.69,1.8775,Meats,Pork,Null,"85g=3 oz / 185g=1 steak, without refuse (Yield from 1 cooked steak, with refuse, weighing 249g)",PB,1782.618,13.72
ND01194,Publix Ground Turkey Breast,24.10714286,1.339285714,1.897321429,Meats,Poultry,Ground_Turkey,4 oz.,PB,589.67,7.69
ND00997,Hickory Sweet Naturally Hardwood Smoked Bacon,30.76923077,53.84615385,1.923076923,Meats,Bacon_and_Sausage,Pork_Bacon,1 fried slice,WD,1360,15.99
ND01296,Great Value Real Mayonnaise ,0,84.61538462,1.923076923,Sauces_Soups_Condiments_Dressing,Condiments,Mayonnaise,1 Tbsp,SW,532,2.74
ND01049,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",27,17.36,1.94,Meats,Beef,Ground,85g=3 oz / g=,PB,508.023454,5.25
ND01213,"Turkey, all classes, light meat, cooked, roasted",30.13,2.08,1.94,Meats,Poultry,Turkey_meat,1 serving = 85g,PB,1362,12.19
ND01216,"Turkey, from whole, dark meat, cooked, roasted",27.71,6.04,1.95,Meats,Poultry,Turkey_meat,85g=1 serving / g=,PB,1279.13048,9.28
ND01057,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",26.58,16.76,1.96,Meats,Beef,Steak,"85g=3 oz / 236g=1 steak,  (yield from 297 g raw meat)",PB,454,8.99
ND00958,Jones Naturally Hickory Smoked Canadian Bacon - 97% Fat Free,21.56862745,2.941176471,1.960784314,Meats,Bacon_and_Sausage,Pork_Bacon,3 slices,PB,170,3.99
ND00450,Parmovo Misto D'Uovo,12,17,2,Dairy_and_Egg,Egg,Liquid,100 g,I,N/A,N/A
ND01114,Nathan's Famous 8 Skinless Beef Franks,12,30,2,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,396,5.99
ND01164,Land O' Frost Premium Oven Roasted Turkey Breast ,16,10,2,Meats,Luncheon_Meats,Turkey,4 slices,PB,454,5.99
ND01423,Publix Grouper Fillets (frozen) (boneless and skinless),25,1.19047619,2.083333333,Seafood,Finfish,Grouper,.66 fillet cooked (3 oz),PB,340,14.99
ND01434,Publix Sockeye Salmon Fillets (frozen) (boneless and skinless),27.38095238,10.71428571,2.083333333,Seafood,Finfish,Salmon,about .66 fillet cooked (3oz),PB,340,14.99
ND00744,ProViMin Powder,73,1.4,2.1,Formulas,Protein,Null,100 g of powder,I,900,96
ND00103,Beech-Nut Classics Stage 1 Baby Food-Chicken and Chicken Broth (jar),9.85915493,5.633802817,2.112676056,Baby_Foods,Baby_Meats,Stage_1,1 jar,WD,71,1.19
ND01644,"Cucumber, peeled, raw",0.59,0.16,2.16,Vegetables,Green,Cucumber,"1 cup pared, chopped = 133g",PB,340,0.75
